smiles,value
*c1cc(F)c(c2cc(C(F)(F)F)nc(*)c2N)cc1F,1.71511339925445
*c1cc(F)c(c2cc(C(F)(F)F)nc(*)c2N)cc1F,1.45915311599721
*c1cc(F)c(c2cc(C(F)(F)F)nc(*)c2N)cc1F,1.57222077551056
*c1cc(F)c(c2cc(*)c3c(c2)C(C)(C)C(=O)N3)cc1F,1.84422470601563
*c1cc(F)c(c2cc(*)c3c(c2)C(C)(C)C(=O)N3)cc1F,1.77474305419179
*c1cc(F)c(c2cc(*)c3c(c2)C(C)(C)C(=O)N3)cc1F,1.82875088942905
*c1cc(c2cc(F)c(*)cc2F)cc(NC(C)=O)c1,2.00654611432996
*c1cc(c2cc(F)c(*)cc2F)cc(NC(C)=O)c1,1.98422223333318
*c1cc(c2cc(F)c(*)cc2F)cc(NC(C)=O)c1,1.99891006629589
*c1ccc(c2cc(F)c(*)cc2F)c(NC(=O)c2ccccc2)c1,1.98667431305708
*c1ccc(c2cc(F)c(*)cc2F)c(NC(=O)c2ccccc2)c1,1.948451627321
*c1ccc(c2cc(F)c(*)cc2F)c(NC(=O)c2ccccc2)c1,1.96604041352705
*c1cc(F)c(c2ccc(*)c3sc(-c4ccccc4)nc23)cc1F,1.89220434084807
*c1cc(F)c(c2ccc(*)c3sc(-c4ccccc4)nc23)cc1F,1.75938824467102
*c1cc(F)c(c2ccc(*)c3sc(-c4ccccc4)nc23)cc1F,1.85421754204119
*c1cc(c2cc(F)c(*)cc2F)cc(OC)c1,1.98697301267189
*c1cc(c2cc(F)c(*)cc2F)cc(OC)c1,1.96387683046648
*c1cc(c2cc(F)c(*)cc2F)cc(OC)c1,1.98448315304646
*c1cc(F)c(c2cnc(CO)c(*)c2)cc1F,2.30045150482238
*c1cc(F)c(c2cnc(CO)c(*)c2)cc1F,2.30648882333398
*c1cc(F)c(c2cnc(CO)c(*)c2)cc1F,2.29274714269518
*c1cc(c2cc(F)c(*)cc2F)cc(C(=O)Cl)c1,2.70418555242105
*c1cc(c2cc(F)c(*)cc2F)cc(C(=O)Cl)c1,2.6661735531121
*c1cc(c2cc(F)c(*)cc2F)cc(C(=O)Cl)c1,2.68204184080093
*c1cc(F)c(c2nc(*)c(C)s2)cc1F,1.74526456699773
*c1cc(F)c(c2nc(*)c(C)s2)cc1F,1.49032018404396
*c1cc(F)c(c2nc(*)c(C)s2)cc1F,1.66179150481809
*c1cc(F)c(c2cc(*)c3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1F,1.43915561625095
*c1cc(F)c(c2cc(*)c3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1F,1.36357299643668
*c1cc(F)c(c2cc(*)c3ccc4cc(C(C)(C)C)cc5ccc2c3c45)cc1F,1.40547902795218
*c1cc(F)c(c2cc(*)c3cn[nH]c3c2)cc1F,1.79756424106249
*c1cc(F)c(c2cc(*)c3cn[nH]c3c2)cc1F,1.71034847202704
*c1cc(F)c(c2cc(*)c3cn[nH]c3c2)cc1F,1.75817703195786
*c1ccc(C(=O)c2ccc(c3cc(F)c(*)cc3F)cc2)cc1,2.34884430367241
*c1ccc(C(=O)c2ccc(c3cc(F)c(*)cc3F)cc2)cc1,2.33755970577786
*c1ccc(C(=O)c2ccc(c3cc(F)c(*)cc3F)cc2)cc1,2.34318450592232
*c1ccc([N+](=O)[O-])c(c2cc(F)c(*)cc2F)c1,2.78407535569284
*c1ccc([N+](=O)[O-])c(c2cc(F)c(*)cc2F)c1,2.70660998959085
*c1ccc([N+](=O)[O-])c(c2cc(F)c(*)cc2F)c1,2.7451434607418
*c1cc(=O)cc(c2cc(F)c(*)cc2F)[nH]1,1.94237595340356
*c1cc(=O)cc(c2cc(F)c(*)cc2F)[nH]1,1.9650275797057
*c1cc(=O)cc(c2cc(F)c(*)cc2F)[nH]1,1.94581775335834
*c1cc(F)c(c2cccc(*)c2[N+](=O)[O-])cc1F,2.79527271559447
*c1cc(F)c(c2cccc(*)c2[N+](=O)[O-])cc1F,2.72367862088946
*c1cc(F)c(c2cccc(*)c2[N+](=O)[O-])cc1F,2.75132788927751
*c1cccc(c2cc(F)c(*)cc2F)n1,2.22974469111083
*c1cccc(c2cc(F)c(*)cc2F)n1,2.18415501963144
*c1cccc(c2cc(F)c(*)cc2F)n1,2.22434637733488
*c1cc(F)c(c2ccc(*)c(N=C=S)c2)cc1F,2.07134289864956
*c1cc(F)c(c2ccc(*)c(N=C=S)c2)cc1F,2.07223783213139
*c1cc(F)c(c2ccc(*)c(N=C=S)c2)cc1F,2.07353322506082
*c1cc(F)c(c2[nH]nc3c(*)cncc23)cc1F,1.71836310908318
*c1cc(F)c(c2[nH]nc3c(*)cncc23)cc1F,1.5674744343177
*c1cc(F)c(c2[nH]nc3c(*)cncc23)cc1F,1.66879789867646
*c1cc(c2cc(F)c(*)cc2F)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,2.94198938889344
*c1cc(c2cc(F)c(*)cc2F)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,2.77108449680642
*c1cc(c2cc(F)c(*)cc2F)c([N+]([O-])=NC(C)(C)C)c([N+](=O)[O-])c1,2.86447440730372
*c1cc(F)c(c2cc3[nH]cnc3c(*)c2N)cc1F,1.02727882587292
*c1cc(F)c(c2cc3[nH]cnc3c(*)c2N)cc1F,0.828545779655067
*c1cc(F)c(c2cc3[nH]cnc3c(*)c2N)cc1F,0.96534866380412
*c1ccc(c2cc(F)c(*)cc2F)c([N+](=O)[O-])c1,2.64824751227657
*c1ccc(c2cc(F)c(*)cc2F)c([N+](=O)[O-])c1,2.63521876373052
*c1ccc(c2cc(F)c(*)cc2F)c([N+](=O)[O-])c1,2.64510067118271
*c1cc(F)c(c2cc(*)c(N)c(OC(F)(F)F)c2)cc1F,1.50049727070445
*c1cc(F)c(c2cc(*)c(N)c(OC(F)(F)F)c2)cc1F,1.40602624955822
*c1cc(F)c(c2cc(*)c(N)c(OC(F)(F)F)c2)cc1F,1.46521385971723
*c1cc(C)c(c2cc(F)c(*)cc2F)nn1,2.28466450754071
*c1cc(C)c(c2cc(F)c(*)cc2F)nn1,2.24547239083263
*c1cc(C)c(c2cc(F)c(*)cc2F)nn1,2.26953022382578
*c1cnc(c2cc(F)c(*)cc2F)c(C(=O)O)n1,2.47430994453034
*c1cnc(c2cc(F)c(*)cc2F)c(C(=O)O)n1,2.44358397851917
*c1cnc(c2cc(F)c(*)cc2F)c(C(=O)O)n1,2.46177181153675
*c1cc(F)c(c2cc(*)c(Cl)c(C#N)c2N)cc1F,1.70790706819965
*c1cc(F)c(c2cc(*)c(Cl)c(C#N)c2N)cc1F,1.72281032908626
*c1cc(F)c(c2cc(*)c(Cl)c(C#N)c2N)cc1F,1.69472445832476
*c1ccc(c2cc(F)c(*)cc2F)c(Cl)n1,2.38464609039052
*c1ccc(c2cc(F)c(*)cc2F)c(Cl)n1,2.38898101803991
*c1ccc(c2cc(F)c(*)cc2F)c(Cl)n1,2.37668132908305
*c1cc(F)c(c2c(N)cc(C)c(*)c2C)cc1F,1.32189663383754
*c1cc(F)c(c2c(N)cc(C)c(*)c2C)cc1F,1.2332744960298
*c1cc(F)c(c2c(N)cc(C)c(*)c2C)cc1F,1.30353120335821
*c1cc(F)c(c2nc(*)n(C)c2C)cc1F,1.43191646526654
*c1cc(F)c(c2nc(*)n(C)c2C)cc1F,0.901342092157485
*c1cc(F)c(c2nc(*)n(C)c2C)cc1F,1.19618519165519
*c1cc(c2cc(F)c(*)cc2F)c(F)cc1F,2.4714528282519
*c1cc(c2cc(F)c(*)cc2F)c(F)cc1F,2.47167134239481
*c1cc(c2cc(F)c(*)cc2F)c(F)cc1F,2.47333985837614
*c1cc(F)c(c2nc(C(=O)OC)cc(*)c2N)cc1F,1.7562944108246
*c1cc(F)c(c2nc(C(=O)OC)cc(*)c2N)cc1F,1.47668432654201
*c1cc(F)c(c2nc(C(=O)OC)cc(*)c2N)cc1F,1.65606276094683
*c1cc(F)c(c2ccc(C(=O)O)c(*)n2)cc1F,2.64479750825731
*c1cc(F)c(c2ccc(C(=O)O)c(*)n2)cc1F,2.5649314530177
*c1cc(F)c(c2ccc(C(=O)O)c(*)n2)cc1F,2.60531220922697
*c1cc(F)c(c2cc(C)cc(*)c2[N+]#[C-])cc1F,2.40811725516188
*c1cc(F)c(c2cc(C)cc(*)c2[N+]#[C-])cc1F,2.36001147145568
*c1cc(F)c(c2cc(C)cc(*)c2[N+]#[C-])cc1F,2.37931908375377
*c1cc(F)c(c2cc(C(=O)OCC)cc(*)c2N)cc1F,1.63397327121236
*c1cc(F)c(c2cc(C(=O)OCC)cc(*)c2N)cc1F,1.62170197355597
*c1cc(F)c(c2cc(C(=O)OCC)cc(*)c2N)cc1F,1.63634552750646
*c1cc(c2cc(F)c(*)cc2F)c(OC)cc1N,1.12467918897626
*c1cc(c2cc(F)c(*)cc2F)c(OC)cc1N,0.931928309347832
*c1cc(c2cc(F)c(*)cc2F)c(OC)cc1N,1.0342283876756
*c1cc(c2cc(F)c(*)cc2F)ccc1N,1.15259456564829
*c1cc(c2cc(F)c(*)cc2F)ccc1N,0.939712474522745
*c1cc(c2cc(F)c(*)cc2F)ccc1N,1.07761464581954
*c1cc(c2cc(F)c(*)cc2F)c(C(=O)O)cn1,2.74272140746431
*c1cc(c2cc(F)c(*)cc2F)c(C(=O)O)cn1,2.62318105566874
*c1cc(c2cc(F)c(*)cc2F)c(C(=O)O)cn1,2.68281504662357
*c1cc(F)c(c2cc(C=CC(=O)O)cc(*)c2OCC)cc1F,1.9882430528689
*c1cc(F)c(c2cc(C=CC(=O)O)cc(*)c2OCC)cc1F,2.12672891167602
*c1cc(F)c(c2cc(C=CC(=O)O)cc(*)c2OCC)cc1F,2.06202774665613
*c1cc(c2cc(F)c(*)cc2F)ncc1F,2.56354813894706
*c1cc(c2cc(F)c(*)cc2F)ncc1F,2.51363187026183
*c1cc(c2cc(F)c(*)cc2F)ncc1F,2.54273777641298
*c1cc(F)c(c2c(Cl)cc(*)c(C)c2Cl)cc1F,2.65817247871676
*c1cc(F)c(c2c(Cl)cc(*)c(C)c2Cl)cc1F,2.592291335969
*c1cc(F)c(c2c(Cl)cc(*)c(C)c2Cl)cc1F,2.6538923801027
*c1cc(F)c(c2cccc3c2oc2c(*)cccc23)cc1F,1.90160701284286
*c1cc(F)c(c2cccc3c2oc2c(*)cccc23)cc1F,1.84460149506803
*c1cc(F)c(c2cccc3c2oc2c(*)cccc23)cc1F,1.87777907074045
*c1cc(F)c(c2cccc(*)c2CC)cc1F,2.4736086306717
*c1cc(F)c(c2cccc(*)c2CC)cc1F,2.3562213957953
*c1cc(F)c(c2cccc(*)c2CC)cc1F,2.4114638552015
*c1cc(F)c(c2cc(F)cc(*)c2OCC)cc1F,2.17426187454753
*c1cc(F)c(c2cc(F)cc(*)c2OCC)cc1F,2.18872689732333
*c1cc(F)c(c2cc(F)cc(*)c2OCC)cc1F,2.19029496166437
*c1cc(F)c(c2ccc(*)c3nccnc23)cc1F,2.05672441145447
*c1cc(F)c(c2ccc(*)c3nccnc23)cc1F,1.93396373317503
*c1cc(F)c(c2ccc(*)c3nccnc23)cc1F,1.98655074288174
*c1cc(F)c(c2nc(*)c(OCC)cc2N)cc1F,1.21452256541595
*c1cc(F)c(c2nc(*)c(OCC)cc2N)cc1F,0.602421854774307
*c1cc(F)c(c2nc(*)c(OCC)cc2N)cc1F,0.876316076570526
*c1cc(c2cc(F)c(*)cc2F)cc(-c2ccccc2)c1,2.08963188612459
*c1cc(c2cc(F)c(*)cc2F)cc(-c2ccccc2)c1,2.04006171349563
*c1cc(c2cc(F)c(*)cc2F)cc(-c2ccccc2)c1,2.07244816865481
*c1cc(F)c(c2cc(*)c(OC(C)C)c(C=O)c2)cc1F,2.20664383932328
*c1cc(F)c(c2cc(*)c(OC(C)C)c(C=O)c2)cc1F,2.20318482845664
*c1cc(F)c(c2cc(*)c(OC(C)C)c(C=O)c2)cc1F,2.19015834370958
*c1ccc2c(c1)C1(CCOCC1)c1cc(c3cc(F)c(*)cc3F)ccc1-2,1.74641120516347
*c1ccc2c(c1)C1(CCOCC1)c1cc(c3cc(F)c(*)cc3F)ccc1-2,1.5842146972443
*c1ccc2c(c1)C1(CCOCC1)c1cc(c3cc(F)c(*)cc3F)ccc1-2,1.67166038217571
*c1cc(F)c(C)c(c2cc(F)c(*)cc2F)c1,2.37249334325681
*c1cc(F)c(C)c(c2cc(F)c(*)cc2F)c1,2.38174960734716
*c1cc(F)c(C)c(c2cc(F)c(*)cc2F)c1,2.35594973787016
*c1cc(F)c(c2cc(*)c(Cl)c(Cl)c2)cc1F,2.54494543339431
*c1cc(F)c(c2cc(*)c(Cl)c(Cl)c2)cc1F,2.54295497059809
*c1cc(F)c(c2cc(*)c(Cl)c(Cl)c2)cc1F,2.5394794643379
*c1ccc2c(c1)c1cc(c3cc(F)c(*)cc3F)ccc1n2CC1CO1,1.29279376815528
*c1ccc2c(c1)c1cc(c3cc(F)c(*)cc3F)ccc1n2CC1CO1,1.05752244841153
*c1ccc2c(c1)c1cc(c3cc(F)c(*)cc3F)ccc1n2CC1CO1,1.1759234145927
*c1cc2ccc3cc(c4cc(F)c(*)cc4F)cc4ccc(c1)c2c34,1.47215335415795
*c1cc2ccc3cc(c4cc(F)c(*)cc4F)cc4ccc(c1)c2c34,1.41628509027187
*c1cc2ccc3cc(c4cc(F)c(*)cc4F)cc4ccc(c1)c2c34,1.44882996307854
*c1cc(F)c(c2cncc(*)c2OC)cc1F,2.28049157923432
*c1cc(F)c(c2cncc(*)c2OC)cc1F,2.30481435419644
*c1cc(F)c(c2cncc(*)c2OC)cc1F,2.29748965954457
*c1cc(C)c(c2cc(F)c(*)cc2F)cc1C,2.23533022221559
*c1cc(C)c(c2cc(F)c(*)cc2F)cc1C,2.16354406525379
*c1cc(C)c(c2cc(F)c(*)cc2F)cc1C,2.21249505580632
*c1cc(F)c(c2cc(C(C)=O)cc(*)c2N)cc1F,1.61500122074037
*c1cc(F)c(c2cc(C(C)=O)cc(*)c2N)cc1F,1.57098165183832
*c1cc(F)c(c2cc(C(C)=O)cc(*)c2N)cc1F,1.61095833177477
*c1cc(F)c(c2cc(C)cc(*)c2Cl)cc1F,2.43751539760561
*c1cc(F)c(c2cc(C)cc(*)c2Cl)cc1F,2.41509020076287
*c1cc(F)c(c2cc(C)cc(*)c2Cl)cc1F,2.43790665451914
*c1cc(F)c(c2c(C)c([N+](=O)[O-])cc(*)c2OC)cc1F,2.59590973975143
*c1cc(F)c(c2c(C)c([N+](=O)[O-])cc(*)c2OC)cc1F,2.59081026096762
*c1cc(F)c(c2c(C)c([N+](=O)[O-])cc(*)c2OC)cc1F,2.59590130609185
*c1cnc(C(=O)OC)c(c2cc(F)c(*)cc2F)n1,2.46836869602656
*c1cnc(C(=O)OC)c(c2cc(F)c(*)cc2F)n1,2.43860572526933
*c1cnc(C(=O)OC)c(c2cc(F)c(*)cc2F)n1,2.45754867110421
*c1cc(F)c(c2cc(*)c3nc(-c4ccccc4O)ccc3c2)cc1F,1.69168373500804
*c1cc(F)c(c2cc(*)c3nc(-c4ccccc4O)ccc3c2)cc1F,1.63655782177574
*c1cc(F)c(c2cc(*)c3nc(-c4ccccc4O)ccc3c2)cc1F,1.65664985576302
*c1cc(F)c(c2cc(CN)cc(*)c2OC)cc1F,1.83474694000611
*c1cc(F)c(c2cc(CN)cc(*)c2OC)cc1F,1.81184475878355
*c1cc(F)c(c2cc(CN)cc(*)c2OC)cc1F,1.82940720615244
*c1cc(F)c(c2cc(*)c(C)nc2N)cc1F,1.43366701407911
*c1cc(F)c(c2cc(*)c(C)nc2N)cc1F,1.33150578359617
*c1cc(F)c(c2cc(*)c(C)nc2N)cc1F,1.39438398760636
*c1cc(C)c(N)c(c2cc(F)c(*)cc2F)c1,1.15638323804569
*c1cc(C)c(N)c(c2cc(F)c(*)cc2F)c1,0.971728246002808
*c1cc(C)c(N)c(c2cc(F)c(*)cc2F)c1,1.08539912180537
*c1cccc(c2cc(F)c(*)cc2F)c1,2.20429709476783
*c1cccc(c2cc(F)c(*)cc2F)c1,2.16607759666095
*c1cccc(c2cc(F)c(*)cc2F)c1,2.1940241240644
*c1cc(F)c(c2ccc(OC(C)C(=O)Cl)c(*)c2)cc1F,2.02838026765396
*c1cc(F)c(c2ccc(OC(C)C(=O)Cl)c(*)c2)cc1F,2.00927744560648
*c1cc(F)c(c2ccc(OC(C)C(=O)Cl)c(*)c2)cc1F,2.00136637128756
*c1cc2cc3sc(c4cc(F)c(*)cc4F)cc3cc2s1,1.24889396036837
*c1cc2cc3sc(c4cc(F)c(*)cc4F)cc3cc2s1,1.08454067477047
*c1cc2cc3sc(c4cc(F)c(*)cc4F)cc3cc2s1,1.18025547825109
*c1cnc(c2cc(F)c(*)cc2F)c(C=O)n1,2.31742945071665
*c1cnc(c2cc(F)c(*)cc2F)c(C=O)n1,2.34012689320405
*c1cnc(c2cc(F)c(*)cc2F)c(C=O)n1,2.32553960320116
*c1cc(F)c(c2cc(C=O)cc(*)c2OC(C)=O)cc1F,2.70403617895934
*c1cc(F)c(c2cc(C=O)cc(*)c2OC(C)=O)cc1F,2.63440141845168
*c1cc(F)c(c2cc(C=O)cc(*)c2OC(C)=O)cc1F,2.68101723965717
*c1cc(F)c(c2ncc(*)c3[nH]ccc23)cc1F,1.51504902497823
*c1cc(F)c(c2ncc(*)c3[nH]ccc23)cc1F,1.18984723729315
*c1cc(F)c(c2ncc(*)c3[nH]ccc23)cc1F,1.37176868676292
*c1cc(F)c(c2cnc(*)c(C(=O)OC)c2)cc1F,2.56718889995076
*c1cc(F)c(c2cnc(*)c(C(=O)OC)c2)cc1F,2.56165771575598
*c1cc(F)c(c2cnc(*)c(C(=O)OC)c2)cc1F,2.57216047012626
*c1nc(c2cc(F)c(*)cc2F)n(COC)n1,2.41706937226405
*c1nc(c2cc(F)c(*)cc2F)n(COC)n1,2.45600862022394
*c1nc(c2cc(F)c(*)cc2F)n(COC)n1,2.42097195756602
*c1cc(F)c(c2nc(F)cc(*)c2O)cc1F,2.29494737072273
*c1cc(F)c(c2nc(F)cc(*)c2O)cc1F,2.1994057408556
*c1cc(F)c(c2nc(F)cc(*)c2O)cc1F,2.25442535482197
*c1cc(c2cc(F)c(*)cc2F)cc(CC)c1,2.19188282961787
*c1cc(c2cc(F)c(*)cc2F)cc(CC)c1,2.14396210306956
*c1cc(c2cc(F)c(*)cc2F)cc(CC)c1,2.17756276364463
*c1cc(F)c(c2c(OC)cc(*)c3ncccc23)cc1F,1.83875441193275
*c1cc(F)c(c2c(OC)cc(*)c3ncccc23)cc1F,1.78282407019023
*c1cc(F)c(c2c(OC)cc(*)c3ncccc23)cc1F,1.78632663135136
*c1cc(F)c(c2cc(F)c(C)c(*)c2N)cc1F,1.45093715724978
*c1cc(F)c(c2cc(F)c(C)c(*)c2N)cc1F,1.45572132457495
*c1cc(F)c(c2cc(F)c(C)c(*)c2N)cc1F,1.4572945824306
*c1cc(F)c(c2cc(*)c3ncnc(Cl)c3c2)cc1F,2.38149335521581
*c1cc(F)c(c2cc(*)c3ncnc(Cl)c3c2)cc1F,2.37281142514867
*c1cc(F)c(c2cc(*)c3ncnc(Cl)c3c2)cc1F,2.37881758939851
*c1ccc2c(c1)C(=O)c1cc(c3cc(F)c(*)cc3F)ccc1-2,1.99895290652464
*c1ccc2c(c1)C(=O)c1cc(c3cc(F)c(*)cc3F)ccc1-2,1.93619382997041
*c1ccc2c(c1)C(=O)c1cc(c3cc(F)c(*)cc3F)ccc1-2,1.96581310176775
*c1cnc(CC)c(c2cc(F)c(*)cc2F)c1,2.29997412762054
*c1cnc(CC)c(c2cc(F)c(*)cc2F)c1,2.28081454710875
*c1cnc(CC)c(c2cc(F)c(*)cc2F)c1,2.29230778528488
*c1cc(F)c(c2cc(C(C)(C)C)cc(*)c2N)cc1F,1.31443785936948
*c1cc(F)c(c2cc(C(C)(C)C)cc(*)c2N)cc1F,1.18283253639258
*c1cc(F)c(c2cc(C(C)(C)C)cc(*)c2N)cc1F,1.26301024205724
*c1cc(c2cc(F)c(*)cc2F)cc(C(F)(F)F)c1,2.56471976554202
*c1cc(c2cc(F)c(*)cc2F)cc(C(F)(F)F)c1,2.54414163373531
*c1cc(c2cc(F)c(*)cc2F)cc(C(F)(F)F)c1,2.54993432715748
*c1cc(c2cc(F)c(*)cc2F)c(F)c(C=O)c1,2.60710868872726
*c1cc(c2cc(F)c(*)cc2F)c(F)c(C=O)c1,2.58572004152509
*c1cc(c2cc(F)c(*)cc2F)c(F)c(C=O)c1,2.60075651410975
*c1cc(F)c(c2cc(C=O)cc(*)c2OC)cc1F,2.34430740585586
*c1cc(F)c(c2cc(C=O)cc(*)c2OC)cc1F,2.34783663596037
*c1cc(F)c(c2cc(C=O)cc(*)c2OC)cc1F,2.33081804205467
*c1cc(F)c(c2cc(C=CC(=O)O)cc(*)c2OCCC)cc1F,2.14535583730579
*c1cc(F)c(c2cc(C=CC(=O)O)cc(*)c2OCCC)cc1F,1.99479071754269
*c1cc(F)c(c2cc(C=CC(=O)O)cc(*)c2OCCC)cc1F,2.0683279311197
*c1cc(F)c(c2cc(O)cc(*)c2C)cc1F,1.95195185801514
*c1cc(F)c(c2cc(O)cc(*)c2C)cc1F,1.94652475915805
*c1cc(F)c(c2cc(O)cc(*)c2C)cc1F,1.95290779173351
*c1cc(C)c(c2cc(F)c(*)cc2F)c([N+](=O)[O-])c1,2.70396908946235
*c1cc(C)c(c2cc(F)c(*)cc2F)c([N+](=O)[O-])c1,2.62690022986794
*c1cc(C)c(c2cc(F)c(*)cc2F)c([N+](=O)[O-])c1,2.65638406381574
*c1cc(F)c(c2cc(N)cc(*)c2C)cc1F,1.25994571672637
*c1cc(F)c(c2cc(N)cc(*)c2C)cc1F,1.19874009534265
*c1cc(F)c(c2cc(N)cc(*)c2C)cc1F,1.24136616228224
*c1cc(F)c(c2cc(C(=O)O)c(*)cc2C(=O)O)cc1F,2.82525516258277
*c1cc(F)c(c2cc(C(=O)O)c(*)cc2C(=O)O)cc1F,2.71828014873407
*c1cc(F)c(c2cc(C(=O)O)c(*)cc2C(=O)O)cc1F,2.78714191748136
*c1cc(F)c(c2cc(F)c(*)c(F)c2)cc1F,2.49643836896307
*c1cc(F)c(c2cc(F)c(*)c(F)c2)cc1F,2.4764010341133
*c1cc(F)c(c2cc(F)c(*)c(F)c2)cc1F,2.48680168960856
*c1cc(c2cc(F)c(*)cc2F)cc(CC(=O)OC)c1,2.34244375435248
*c1cc(c2cc(F)c(*)cc2F)cc(CC(=O)OC)c1,2.33150846957323
*c1cc(c2cc(F)c(*)cc2F)cc(CC(=O)OC)c1,2.33941597613656
*c1cc(F)c(c2c[nH]c3nc(C)c(*)cc23)cc1F,1.53094179564885
*c1cc(F)c(c2c[nH]c3nc(C)c(*)cc23)cc1F,1.40586747214959
*c1cc(F)c(c2c[nH]c3nc(C)c(*)cc23)cc1F,1.42702509590704
*c1cc(F)c(c2cc(C)nc(*)c2N)cc1F,1.36932109314111
*c1cc(F)c(c2cc(C)nc(*)c2N)cc1F,0.97439479827469
*c1cc(F)c(c2cc(C)nc(*)c2N)cc1F,1.24042774355718
*c1ccc2cc(c3cc(F)c(*)cc3F)ccc2c1,1.74752842652776
*c1ccc2cc(c3cc(F)c(*)cc3F)ccc2c1,1.60147674237017
*c1ccc2cc(c3cc(F)c(*)cc3F)ccc2c1,1.69241073619314
*c1cc(F)c(c2nc(*)c(OC)cc2[N+](=O)[O-])cc1F,2.38996048730972
*c1cc(F)c(c2nc(*)c(OC)cc2[N+](=O)[O-])cc1F,2.37768773055154
*c1cc(F)c(c2nc(*)c(OC)cc2[N+](=O)[O-])cc1F,2.3665548323141
*c1nc(C)c(c2cc(F)c(*)cc2F)s1,1.72449761252827
*c1nc(C)c(c2cc(F)c(*)cc2F)s1,1.51080649062538
*c1nc(C)c(c2cc(F)c(*)cc2F)s1,1.65656233458811
*c1ccc(c2cc(F)c(*)cc2F)[nH]1,0.914261894974305
*c1ccc(c2cc(F)c(*)cc2F)[nH]1,0.376012691766594
*c1ccc(c2cc(F)c(*)cc2F)[nH]1,0.738804874268517
*c1cc(F)c(c2cc(F)cc(*)c2Cl)cc1F,2.68425514265845
*c1cc(F)c(c2cc(F)cc(*)c2Cl)cc1F,2.61694873699156
*c1cc(F)c(c2cc(F)cc(*)c2Cl)cc1F,2.66041419244094
*c1cc(c2cc(F)c(*)cc2F)cnn1,2.32971287504687
*c1cc(c2cc(F)c(*)cc2F)cnn1,2.31020057829017
*c1cc(c2cc(F)c(*)cc2F)cnn1,2.31879543930751
*c1ccc2c(c1)-c1cc(c3cc(F)c(*)cc3F)ccc1S2(=O)=O,2.27749368461238
